Process,Rev_num,Sw_rev,Sw,Pc,krw,kro,Swi
0,0,1.0,0.995022316,2037.561739,0.985263495,0.0,0.06
0,0,1.0,0.985058757,1941.196066,0.957020677,0.0,0.06
0,0,1.0,0.975046705,954.4967571,0.951861542,0.0,0.06
0,0,1.0,0.965049729,1006.135688,0.868515495,0.0,0.06
0,0,1.0,0.95505948,1082.32372,0.856206502,0.0,0.06
0,0,1.0,0.945075262,1885.366907,0.838634742,0.0,0.06
0,0,1.0,0.935097252,1700.454279,0.795926416,0.0,0.06
0,0,1.0,0.925121945,2141.082514,0.764286905,0.0,0.06
0,0,1.0,0.915157274,2357.805375,0.747194501,0.0,0.06
0,0,1.0,0.905186982,2102.931975,0.693593748,0.0,0.06
0,0,1.0,0.895214981,2030.953259,0.624824672,0.0,0.06
0,0,1.0,0.885248591,2116.671273,0.535037949,0.0,0.06
0,0,1.0,0.875274174,2083.123548,0.489797852,0.0,0.06
0,0,1.0,0.865302555,2282.455998,0.454339688,0.0,0.06
0,0,1.0,0.855330167,2195.245355,0.456913691,0.0,0.06
0,0,1.0,0.845352251,2440.354596,0.447452689,0.0,0.06
0,0,1.0,0.835376142,2598.51158,0.435836412,0.0,0.06
0,0,1.0,0.825386341,3237.108129,0.420109739,0.0,0.06
0,0,1.0,0.815431295,2378.959971,0.413532366,0.0,0.06
0,0,1.0,0.805446181,2552.774834,0.408921033,0.0,0.06
0,0,1.0,0.795469835,3208.14353,0.400833546,0.0,0.06
0,0,1.0,0.78549386,2996.265246,0.399406124,0.095000761,0.06
0,0,1.0,0.775520433,3274.331555,0.394468053,0.108480533,0.06
0,0,1.0,0.765552031,2808.059577,0.394191507,0.12214658,0.06
0,0,1.0,0.755573214,3277.196705,0.392432572,0.133017964,0.06
0,0,1.0,0.745624773,2073.784704,0.379270622,0.143239102,0.06
0,0,1.0,0.735641031,2370.548823,0.376345823,0.148420687,0.06
0,0,1.0,0.725648161,2532.455395,0.372806065,0.151596149,0.06
0,0,1.0,0.715677117,2565.178211,0.361820523,0.151902373,0.06
0,0,1.0,0.705695414,2736.059721,0.34901072,0.152587604,0.06
0,0,1.0,0.695734088,2552.507379,0.325671236,0.15533934,0.06
0,0,1.0,0.685761987,2550.499388,0.316571179,0.155353015,0.06
0,0,1.0,0.675787035,2859.247688,0.314530969,0.156530536,0.06
0,0,1.0,0.665827383,2186.34472,0.298370018,0.151012011,0.06
0,0,1.0,0.655851286,2471.186084,0.295923739,0.154068469,0.06
0,0,1.0,0.645863254,2530.9965,0.289245612,0.155252412,0.06
0,0,1.0,0.635877969,2866.141425,0.287806773,0.156731969,0.06
0,0,1.0,0.625886222,2974.774511,0.287290091,0.157247976,0.06
0,0,1.0,0.615917842,2723.779291,0.25236355,0.156381842,0.06
0,0,1.0,0.605937013,2844.684766,0.248207272,0.160252206,0.06
0,0,1.0,0.59597546,2365.918463,0.23220735,0.157354666,0.06
0,0,1.0,0.585998174,2646.053384,0.229785338,0.159313371,0.06
0,0,1.0,0.576015294,2969.176575,0.228007925,0.160790354,0.06
0,0,1.0,0.566029594,3072.587159,0.207773342,0.16134842,0.06
0,0,1.0,0.556063044,2866.264827,0.196343985,0.237373528,0.06
0,0,1.0,0.546088395,3102.148152,0.189417585,0.251253314,0.06
0,0,1.0,0.536109215,2861.768598,0.183788439,0.271094403,0.06
0,0,1.0,0.526134756,3078.293121,0.181823525,0.280223038,0.06
0,0,1.0,0.516166049,3487.719573,0.180172532,0.293832887,0.06
0,0,1.0,0.506155459,3244.361202,0.171397556,0.321974936,0.06
0,0,1.0,0.49617836,3605.827827,0.169886975,0.323510058,0.06
0,0,1.0,0.486190112,3641.039523,0.168841147,0.34321088,0.06
0,0,1.0,0.476207709,3027.250757,0.144300663,0.40831048,0.06
0,0,1.0,0.466221712,3122.58052,0.140614443,0.42074792,0.06
0,0,1.0,0.456256037,3001.930816,0.099688423,0.419949064,0.06
0,0,1.0,0.446279613,3297.413046,0.096050034,0.42392667,0.06
0,0,1.0,0.436303915,3678.361693,0.0952526,0.425766449,0.06
0,0,1.0,0.426312646,3298.937636,0.078446917,0.444873106,0.06
0,0,1.0,0.416325198,3474.849986,0.049640062,0.45409119,0.06
0,0,1.0,0.406368145,3231.917116,0.041071691,0.453074711,0.06
0,0,1.0,0.396397632,3622.673363,0.040398576,0.458975418,0.06
0,0,1.0,0.386407374,3568.160363,0.04024089,0.460813734,0.06
0,0,1.0,0.376432924,4053.692143,0.040069764,0.495291749,0.06
0,0,1.0,0.366439779,3396.224148,0.04004283,0.504285713,0.06
0,0,1.0,0.356464312,3831.739334,0.039816218,0.509102446,0.06
0,0,1.0,0.346459997,3901.9482,0.039780801,0.529562595,0.06
0,0,1.0,0.336475238,3940.179868,0.039684383,0.580789952,0.06
0,0,1.0,0.326535148,3355.002723,0.038719394,0.594860148,0.06
0,0,1.0,0.316569027,3804.659818,0.038618419,0.596347137,0.06
0,0,1.0,0.306562988,3757.651816,0.038449971,0.59717671,0.06
0,0,1.0,0.296578066,3682.613111,0.038444364,0.598284373,0.06
0,0,1.0,0.286610189,4133.767457,0.03836327,0.599550573,0.06
0,0,1.0,0.276627826,3870.321873,0.035216123,0.6123785,0.06
0,0,1.0,0.266639127,3999.406843,0.028621038,0.614341515,0.06
0,0,1.0,0.25666274,4192.292207,0.006023296,0.614948546,0.06
0,0,1.0,0.246695408,3741.594632,0.00500355,0.630969375,0.06
0,0,1.0,0.236720964,4183.286496,0.0,0.640851258,0.06
0,0,1.0,0.22676169,3513.500898,0.002582306,0.638914923,0.06
0,0,1.0,0.216779044,3500.66858,0.001414638,0.63897211,0.06
0,0,1.0,0.206816995,4013.483529,0.00129703,0.640538576,0.06
0,0,1.0,0.196822701,4340.608243,0.0,0.641393655,0.06
0,0,1.0,0.186822044,4554.265554,0.0,0.647513576,0.06
0,0,1.0,0.176822159,3952.93005,0.0,0.665512007,0.06
0,0,1.0,0.166845969,4598.909689,0.0,0.667619053,0.06
0,0,1.0,0.156836467,4475.100048,0.0,0.704676538,0.06
0,0,1.0,0.146840871,4823.354379,0.0,0.744979561,0.06
0,0,1.0,0.136829044,4223.478493,0.0,0.804768599,0.06
0,0,1.0,0.126858989,4899.793559,0.0,0.806643486,0.06
0,0,1.0,0.116839182,4675.279446,0.0,0.829145436,0.06
0,0,1.0,0.106850911,5292.857963,0.0,0.858913937,0.06
0,0,1.0,0.096833084,4868.263446,0.0,0.88012661,0.06
0,0,1.0,0.086844308,5792.561679,0.0,0.895340027,0.06
0,0,1.0,0.076803347,4629.55913,0.0,0.935642632,0.06
0,0,1.0,0.066831731,5788.404054,0.0,0.949706942,0.06
0,0,1.0,0.056770977,5644.368964,0.0,0.955124337,0.06
0,0,1.0,0.046768919,6245.834732,0.0,0.964666585,0.06
0,0,1.0,0.036763858,6802.30425,0.0,0.983162866,0.06
1,1,0.061788966,0.061788966,4838.500023,0.0,0.958182279,0.06
1,1,0.061788966,0.071806356,4149.074389,0.0,0.954792388,0.06
1,1,0.061788966,0.081833923,3687.677914,0.0,0.947704927,0.06
1,1,0.061788966,0.091880574,3406.567018,0.0,0.935099704,0.06
1,1,0.061788966,0.101899982,3187.767348,0.0,0.90891456,0.06
1,1,0.061788966,0.111900359,2947.785471,0.0,0.897014966,0.06
1,1,0.061788966,0.12194379,2839.910855,0.0,0.880223343,0.06
1,1,0.061788966,0.131913171,2741.17372,0.0,0.867976378,0.06
1,1,0.061788966,0.141905603,2619.403913,0.0,0.852627889,0.06
1,1,0.061788966,0.151965291,2546.386982,0.0,0.816638039,0.06
1,1,0.061788966,0.161958045,2465.622188,0.0,0.802798395,0.06
1,1,0.061788966,0.171899568,2480.041596,0.0,0.779827863,0.06
1,1,0.061788966,0.18189447,2402.839805,0.0,0.766889067,0.06
1,1,0.061788966,0.191882468,2400.613516,0.000235675,0.727738785,0.06
1,1,0.061788966,0.201867676,2342.542104,0.000377784,0.706703592,0.06
1,1,0.061788966,0.211852548,2336.429073,0.00069479,0.698902091,0.06
1,1,0.061788966,0.22178513,2214.917743,0.001024439,0.68562649,0.06
1,1,0.061788966,0.231810138,2204.966196,0.001190016,0.663094369,0.06
1,1,0.061788966,0.241798369,2144.328804,0.001955792,0.650620761,0.06
1,1,0.061788966,0.251785289,2144.665414,0.002861401,0.632106854,0.06
1,1,0.061788966,0.261754632,2109.706854,0.004920847,0.604399421,0.06
1,1,0.061788966,0.271736725,2114.466407,0.006512423,0.585687754,0.06
1,1,0.061788966,0.281709897,2041.05293,0.007901974,0.57741899,0.06
1,1,0.061788966,0.291694467,2032.868314,0.009911559,0.569194147,0.06
1,1,0.061788966,0.30168385,2053.091271,0.011627858,0.543972652,0.06
1,1,0.061788966,0.311650299,1957.14517,0.012992807,0.533177906,0.06
1,1,0.061788966,0.321656695,1956.838168,0.014288907,0.473962288,0.06
1,1,0.061788966,0.331638852,1932.18323,0.016842765,0.455068798,0.06
1,1,0.061788966,0.341618952,1925.920698,0.019792443,0.438557484,0.06
1,1,0.061788966,0.351599135,1931.325986,0.021592016,0.405061323,0.06
1,1,0.061788966,0.361570002,1873.931132,0.025607183,0.394237727,0.06
1,1,0.061788966,0.371565463,1857.321391,0.030070956,0.362705595,0.06
1,1,0.061788966,0.381540394,1872.232575,0.031570212,0.345954757,0.06
1,1,0.061788966,0.391524971,1797.783332,0.036058065,0.333452185,0.06
1,1,0.061788966,0.401499969,1822.86998,0.041582675,0.305655545,0.06
1,1,0.061788966,0.41146171,1746.11467,0.048408643,0.299389536,0.06
1,1,0.061788966,0.421452842,1763.155677,0.054944331,0.270259201,0.06
1,1,0.061788966,0.431424329,1785.723686,0.059238405,0.248625774,0.06
1,1,0.061788966,0.441395132,1698.815309,0.066242076,0.243266596,0.06
1,1,0.061788966,0.451379892,1762.368027,0.067074079,0.193110026,0.06
1,1,0.061788966,0.4613432,1698.152159,0.073682426,0.189989686,0.06
1,1,0.061788966,0.471318464,1731.291188,0.083808556,0.182787962,0.06
1,1,0.061788966,0.481288703,1655.765636,0.093823971,0.179412868,0.06
1,1,0.061788966,0.491273749,1636.835373,0.104501051,0.174659981,0.06
1,1,0.061788966,0.501259279,1645.296032,0.108830794,0.169814976,0.06
1,1,0.061788966,0.511226147,1582.432859,0.115099263,0.166830191,0.06
1,1,0.061788966,0.521225683,1655.963604,0.116246712,0.140183627,0.06
1,1,0.061788966,0.541141934,1538.30392,0.128897709,0.13567523,0.06
1,1,0.061788966,0.551123977,1535.422784,0.136116576,0.130475909,0.06
1,1,0.061788966,0.561091861,1504.906821,0.142887235,0.125701361,0.06
1,1,0.061788966,0.571071846,1517.541246,0.151704918,0.115514434,0.06
1,1,0.061788966,0.581036903,1468.826625,0.163600799,0.053636085,0.06
1,1,0.061788966,0.591031512,1558.95398,0.167433362,0.054575031,0.06
1,1,0.061788966,0.600973988,1441.625561,0.176744447,0.051860237,0.06
1,1,0.061788966,0.610942365,1405.057827,0.187484964,0.04668934,0.06
1,1,0.061788966,0.620914659,1401.688061,0.200304496,0.037805515,0.06
1,1,0.061788966,0.630885233,1348.35052,0.210862145,0.03229798,0.06
1,1,0.061788966,0.640891717,1539.021836,0.247932769,0.0,0.06
1,1,0.061788966,0.650804927,1371.151575,0.259418638,0.0,0.06
1,1,0.061788966,0.660798768,1443.700666,0.281007855,0.0,0.06
1,1,0.061788966,0.670752382,1372.089745,0.290861386,0.0,0.06
1,1,0.061788966,0.680689341,1273.891891,0.303877231,0.0,0.06
1,1,0.061788966,0.690649263,1222.594114,0.297178873,0.0,0.06
1,1,0.061788966,0.700651918,1285.849848,0.293788002,0.0,0.06
1,1,0.061788966,0.710543743,1083.229564,0.298610058,0.0,0.06
1,1,0.061788966,0.720520392,1114.954409,0.299812299,0.0,0.06
1,1,0.061788966,0.730416611,960.7963125,0.291197065,0.0,0.06
1,1,0.061788966,0.740365726,864.6657107,0.280122477,0.0,0.06
1,1,0.061788966,0.750267179,707.1188571,0.268746464,0.0,0.06
1,1,0.061788966,0.760279478,755.3495571,0.27005303,0.0,0.06
0,2,0.20181379,0.20181379,2294.734302,0.000396548,0.707400264,0.06
0,2,0.20181379,0.191833054,2455.637336,0.0,0.714786094,0.06
0,2,0.20181379,0.181855508,2612.889654,0.0,0.721176192,0.06
0,2,0.20181379,0.171879208,2786.416864,0.0,0.725969235,0.06
0,2,0.20181379,0.161897993,2995.322893,0.0,0.729527086,0.06
0,2,0.20181379,0.151907705,3192.79237,0.0,0.732330096,0.06
0,2,0.20181379,0.141931126,3495.199371,0.0,0.734463179,0.06
0,2,0.20181379,0.131945466,3757.676968,0.0,0.736119688,0.06
0,2,0.20181379,0.121953287,3955.142727,0.0,0.749190163,0.06
0,2,0.20181379,0.111960804,4153.728477,0.0,0.752310938,0.06
0,2,0.20181379,0.101961207,4562.724461,0.0,0.767650421,0.06
0,2,0.20181379,0.09192193,4742.60242,0.0,0.815856857,0.06
0,2,0.20181379,0.081902375,4988.234523,0.0,0.856302302,0.06
0,2,0.20181379,0.071876496,5322.106082,0.0,0.895425551,0.06
0,2,0.401451936,0.401451936,1801.253084,0.042634347,0.306431871,0.06
0,2,0.401451936,0.39146789,1917.620646,0.036466284,0.31255319,0.06
0,2,0.401451936,0.381492328,2030.034579,0.031324713,0.317359373,0.06
0,2,0.401451936,0.371521141,2146.792457,0.025755097,0.320660732,0.06
0,2,0.401451936,0.361552903,2246.944746,0.02147568,0.322878132,0.06
0,2,0.401451936,0.351583655,2349.92213,0.019157854,0.324729925,0.06
0,2,0.401451936,0.34162102,2471.070846,0.01787194,0.326547946,0.06
0,2,0.401451936,0.331661247,2598.671909,0.016841081,0.328669176,0.06
0,2,0.401451936,0.321688482,2672.643814,0.014219286,0.330614389,0.06
0,2,0.401451936,0.311727133,2788.234077,0.01203495,0.33159071,0.06
0,2,0.401451936,0.301769411,2912.641554,0.010912825,0.332429901,0.06
0,2,0.401451936,0.291780045,2845.969602,0.007898288,0.333228066,0.06
0,2,0.401451936,0.281836059,3035.086184,0.006303365,0.343756317,0.06
0,2,0.401451936,0.271877689,3176.97105,0.004758511,0.357497154,0.06
0,2,0.401451936,0.261881035,3136.553839,0.004122629,0.36360371,0.06
0,2,0.401451936,0.251913542,3303.740507,0.003677752,0.375152781,0.06
0,2,0.401451936,0.241938304,3400.692402,0.002305332,0.428324917,0.06
0,2,0.401451936,0.231942342,3468.475489,0.0,0.460612581,0.06
0,2,0.401451936,0.221982401,3696.212823,0.0,0.480694723,0.06
0,2,0.401451936,0.211960936,3597.299571,0.0,0.492157224,0.06
0,2,0.401451936,0.201986214,3741.163913,0.0,0.513532004,0.06
0,2,0.401451936,0.191992774,3855.693621,0.0,0.523964487,0.06
0,2,0.401451936,0.182004768,3941.13165,0.0,0.547531547,0.06
0,2,0.401451936,0.171997101,4076.135839,0.0,0.582780291,0.06
0,2,0.401451936,0.161983645,4248.769425,0.0,0.625456003,0.06
0,2,0.401451936,0.151943424,4603.139245,0.0,0.63243713,0.06
0,2,0.401451936,0.141983235,4489.64873,0.0,0.649303244,0.06
0,2,0.401451936,0.131984088,4252.799057,0.0,0.689368093,0.06
0,2,0.401451936,0.122022891,4942.109893,0.0,0.700511592,0.06
0,2,0.401451936,0.111951116,4400.069127,0.0,0.804164672,0.06
0,2,0.401451936,0.10197267,5079.499591,0.0,0.80652398,0.06
0,2,0.401451936,0.09193337,5204.293018,0.0,0.836443796,0.06
0,2,0.401451936,0.081911959,5436.762804,0.0,0.872029361,0.06
0,2,0.401451936,0.071830498,4922.326045,0.0,0.890634823,0.06
0,2,0.600923636,0.600923636,1441.160888,0.177339368,0.052131437,0.06
0,2,0.600923636,0.591005234,1576.378918,0.168182268,0.054716726,0.06
0,2,0.600923636,0.581075874,1743.463088,0.15961232,0.056186187,0.06
0,2,0.600923636,0.571139639,1855.473129,0.151262564,0.057344706,0.06
0,2,0.600923636,0.561183671,1967.747786,0.143367681,0.058268824,0.06
0,2,0.600923636,0.551262694,2132.35582,0.134465189,0.059319484,0.06
0,2,0.600923636,0.54132503,2261.337932,0.12812583,0.059820255,0.06
0,2,0.600923636,0.531371436,2329.727443,0.120318163,0.060091736,0.06
0,2,0.600923636,0.521454705,2494.06868,0.118574028,0.06071776,0.06
0,2,0.600923636,0.511475622,2504.974018,0.117696329,0.064501096,0.06
0,2,0.600923636,0.501486527,2445.36458,0.109303334,0.064454867,0.06
0,2,0.600923636,0.491531764,2806.202245,0.107687864,0.067447804,0.06
0,2,0.600923636,0.481604294,2523.069595,0.103330212,0.069934031,0.06
0,2,0.600923636,0.471740514,2803.021741,0.101930241,0.070696335,0.06
0,2,0.600923636,0.461700742,2696.744732,0.097038807,0.072607366,0.06
0,2,0.600923636,0.451791966,2872.270414,0.093242882,0.073004419,0.06
0,2,0.600923636,0.441841967,2949.501788,0.087620251,0.077776305,0.06
0,2,0.600923636,0.431938953,3145.187523,0.082544661,0.078420525,0.06
0,2,0.600923636,0.421947468,3138.544645,0.072718782,0.10173107,0.06
0,2,0.600923636,0.411789253,2827.018066,0.064653327,0.109293408,0.06
0,2,0.600923636,0.401878104,3019.107654,0.059241922,0.180290606,0.06
0,2,0.600923636,0.391982071,3239.575768,0.057628614,0.195696058,0.06
0,2,0.600923636,0.381963393,3183.76897,0.052318715,0.214743195,0.06
0,2,0.600923636,0.372054416,3370.973989,0.051952383,0.223167825,0.06
0,2,0.600923636,0.361810168,2797.076652,0.029929364,0.266146329,0.06
0,2,0.600923636,0.351941092,3126.310318,0.026040303,0.277503622,0.06
0,2,0.600923636,0.341974444,3269.223413,0.023285219,0.284311658,0.06
0,2,0.600923636,0.332108325,3568.474795,0.022651569,0.288425125,0.06
0,2,0.600923636,0.322039602,3349.584916,0.017189163,0.299443201,0.06
0,2,0.600923636,0.312169967,3593.349793,0.016084705,0.322866039,0.06
0,2,0.600923636,0.302150093,3519.524732,0.013631146,0.37314554,0.06
0,2,0.600923636,0.292241849,3859.802271,0.012463432,0.380217964,0.06
0,2,0.600923636,0.282132228,3548.306175,0.012176371,0.48396752,0.06
0,2,0.600923636,0.272248494,4047.886093,0.011916119,0.509033743,0.06
0,2,0.600923636,0.262082706,3655.387211,0.010368705,0.587993863,0.06
0,2,0.600923636,0.252201863,4190.318743,0.010083265,0.595113359,0.06
0,2,0.600923636,0.242127148,3866.648641,0.009312457,0.600358484,0.06
0,2,0.600923636,0.232190006,4649.326082,0.008703737,0.601460228,0.06
0,2,0.600923636,0.222028908,3242.523895,0.00558568,0.635347053,0.06
0,2,0.600923636,0.212015449,3263.684984,0.004448858,0.643213879,0.06
0,2,0.600923636,0.202134079,3937.233557,0.004462437,0.644873074,0.06
0,2,0.600923636,0.192229942,4605.070939,0.004457702,0.648409841,0.06
0,2,0.600923636,0.182147622,4111.290198,0.004374254,0.682588859,0.06
0,2,0.600923636,0.172196052,4531.571196,0.004422494,0.714031463,0.06
0,2,0.600923636,0.162185945,4493.926757,0.004429642,0.756094531,0.06
0,2,0.600923636,0.152212507,4892.338564,0.004461829,0.781614797,0.06
0,2,0.600923636,0.142060619,4405.67535,0.00390301,0.800678612,0.06
0,2,0.600923636,0.132109297,4964.566179,0.003944408,0.823972745,0.06
0,2,0.600923636,0.122013425,4311.113298,0.0,0.849983094,0.06
0,2,0.600923636,0.112081364,5203.952518,0.0,0.860083242,0.06
0,2,0.600923636,0.102019849,5090.485473,0.0,0.882997406,0.06
0,2,0.600923636,0.091990655,5251.900125,0.0,0.891845523,0.06
0,2,0.600923636,0.081918313,5498.013214,0.0,0.917653545,0.06
0,2,0.600923636,0.07186161,5530.907411,0.0,0.938487889,0.06
0,2,0.750881254,0.750881254,2332.195527,0.265772808,0.0,0.06
0,2,0.750881254,0.740884258,2318.848838,0.264075258,0.0,0.06
0,2,0.750881254,0.730910615,2393.482141,0.258914307,0.0,0.06
0,2,0.750881254,0.721005166,2522.644195,0.24589346,0.0,0.06
0,2,0.750881254,0.710663461,1718.914302,0.242433501,0.0,0.06
0,2,0.750881254,0.700812908,2087.033893,0.235928063,0.0,0.06
0,2,0.750881254,0.690961595,2489.251629,0.228602138,0.0,0.06
0,2,0.750881254,0.68104841,2687.202332,0.222325676,0.0,0.06
0,2,0.750881254,0.671098784,2776.419905,0.202697577,0.0,0.06
0,2,0.750881254,0.661265453,3182.400118,0.191346121,0.0,0.06
0,2,0.750881254,0.651240595,3105.616382,0.189614782,0.0,0.06
0,2,0.750881254,0.641336709,3373.5705,0.184966042,0.097860184,0.06
0,2,0.750881254,0.631063609,2632.974214,0.181394136,0.133106417,0.06
0,2,0.750881254,0.621053823,2540.98343,0.151487963,0.128990891,0.06
0,2,0.750881254,0.611213571,2993.820134,0.146030551,0.133400877,0.06
0,2,0.750881254,0.601206069,2914.591248,0.133369645,0.13354394,0.06
0,2,0.750881254,0.591354429,3346.481459,0.130000072,0.14601962,0.06
0,2,0.750881254,0.581308523,3196.627243,0.105544893,0.146423928,0.06
0,2,0.750881254,0.571468172,3573.764448,0.100349161,0.148312067,0.06
0,2,0.750881254,0.561516013,3750.421216,0.099014375,0.162451307,0.06
0,2,0.750881254,0.551338108,3114.167796,0.053858533,0.163475118,0.06
0,2,0.750881254,0.541361191,3055.668177,0.047426989,0.168649659,0.06
0,2,0.750881254,0.531360255,2933.886804,0.046766079,0.172263169,0.06
0,2,0.750881254,0.52150581,3450.446282,0.045925137,0.174442536,0.06
0,2,0.750881254,0.511342606,2994.226479,0.0458881,0.28590585,0.06
0,2,0.750881254,0.50139134,3188.431039,0.041690661,0.317870877,0.06
0,2,0.750881254,0.491272887,2633.770827,0.046851426,0.317592851,0.06
0,2,0.750881254,0.481315278,2837.830511,0.044109744,0.321492154,0.06
0,2,0.750881254,0.471391875,3083.445439,0.04204427,0.324108019,0.06
0,2,0.750881254,0.461469161,3387.314657,0.04061983,0.326334602,0.06
0,2,0.750881254,0.451524017,3552.020411,0.038560244,0.328862755,0.06
0,2,0.750881254,0.44152442,3527.89253,0.03751911,0.333804187,0.06
0,2,0.750881254,0.431527561,3720.471482,0.024916795,0.372619626,0.06
0,2,0.750881254,0.42161826,3833.055032,0.020093988,0.380671347,0.06
0,2,0.750881254,0.411609812,3850.921564,0.019975785,0.407499787,0.06
0,2,0.750881254,0.401720856,4161.232425,0.018225813,0.412614149,0.06
0,2,0.750881254,0.391626698,3900.307704,0.017581439,0.421784276,0.06
0,2,0.750881254,0.381559481,3424.031952,0.017799963,0.436216011,0.06
0,2,0.750881254,0.371693254,3956.038859,0.017697302,0.43800108,0.06
0,2,0.750881254,0.361728683,4262.447823,0.016316768,0.454750342,0.06
0,2,0.750881254,0.351686779,3860.160595,0.016409924,0.482262331,0.06
0,2,0.750881254,0.341783587,4287.158277,0.016215948,0.487748781,0.06
