Process,Rev_num,Sw_rev,Sw,Pc,krw,kro
1,1,0.061788966,0.141905603,2619.403913,0,0.852627889
1,1,0.061788966,0.151965291,2546.386982,0,0.816638039
1,1,0.061788966,0.161958045,2465.622188,0,0.802798395
1,1,0.061788966,0.171899568,2480.041596,0,0.779827863
1,1,0.061788966,0.18189447,2402.839805,0,0.766889067
1,1,0.061788966,0.191882468,2400.613516,0.000235675,0.727738785
1,1,0.061788966,0.201867676,2342.542104,0.000377784,0.706703592
1,1,0.061788966,0.211852548,2336.429073,0.00069479,0.698902091
1,1,0.061788966,0.22178513,2214.917743,0.001024439,0.68562649
1,1,0.061788966,0.231810138,2204.966196,0.001190016,0.663094369
1,1,0.061788966,0.241798369,2144.328804,0.001955792,0.650620761
1,1,0.061788966,0.251785289,2144.665414,0.002861401,0.632106854
1,1,0.061788966,0.261754632,2109.706854,0.004920847,0.604399421
1,1,0.061788966,0.271736725,2114.466407,0.006512423,0.585687754
1,1,0.061788966,0.281709897,2041.05293,0.007901974,0.57741899
1,1,0.061788966,0.291694467,2032.868314,0.009911559,0.569194147
1,1,0.061788966,0.30168385,2053.091271,0.011627858,0.543972652
1,1,0.061788966,0.311650299,1957.14517,0.012992807,0.533177906
1,1,0.061788966,0.321656695,1956.838168,0.014288907,0.473962288
1,1,0.061788966,0.331638852,1932.18323,0.016842765,0.455068798
1,1,0.061788966,0.341618952,1925.920698,0.019792443,0.438557484
1,1,0.061788966,0.351599135,1931.325986,0.021592016,0.405061323
1,1,0.061788966,0.361570002,1873.931132,0.025607183,0.394237727
1,1,0.061788966,0.371565463,1857.321391,0.030070956,0.362705595
1,1,0.061788966,0.381540394,1872.232575,0.031570212,0.345954757
1,1,0.061788966,0.391524971,1797.783332,0.036058065,0.333452185
1,1,0.061788966,0.401499969,1822.86998,0.041582675,0.305655545
1,1,0.061788966,0.41146171,1746.11467,0.048408643,0.299389536
1,1,0.061788966,0.421452842,1763.155677,0.054944331,0.270259201
1,1,0.061788966,0.431424329,1785.723686,0.059238405,0.248625774
1,1,0.061788966,0.441395132,1698.815309,0.066242076,0.243266596
1,1,0.061788966,0.451379892,1762.368027,0.067074079,0.193110026
1,1,0.061788966,0.4613432,1698.152159,0.073682426,0.189989686
1,1,0.061788966,0.471318464,1731.291188,0.083808556,0.182787962
1,1,0.061788966,0.481288703,1655.765636,0.093823971,0.179412868
1,1,0.061788966,0.491273749,1636.835373,0.104501051,0.174659981
1,1,0.061788966,0.501259279,1645.296032,0.108830794,0.169814976
1,1,0.061788966,0.511226147,1582.432859,0.115099263,0.166830191
1,1,0.061788966,0.521225683,1655.963604,0.116246712,0.140183627
1,1,0.061788966,0.541141934,1538.30392,0.128897709,0.13567523
1,1,0.061788966,0.551123977,1535.422784,0.136116576,0.130475909
1,1,0.061788966,0.561091861,1504.906821,0.142887235,0.125701361
1,1,0.061788966,0.571071846,1517.541246,0.151704918,0.115514434
1,1,0.061788966,0.581036903,1468.826625,0.163600799,0.053636085
1,1,0.061788966,0.591031512,1558.95398,0.167433362,0.054575031
1,1,0.061788966,0.600973988,1441.625561,0.176744447,0.051860237
1,1,0.061788966,0.610942365,1405.057827,0.187484964,0.04668934
1,1,0.061788966,0.620914659,1401.688061,0.200304496,0.037805515
1,1,0.061788966,0.630885233,1348.35052,0.210862145,0.03229798
1,1,0.061788966,0.640891717,1539.021836,0.247932769,0
1,1,0.061788966,0.650804927,1371.151575,0.259418638,0
1,1,0.061788966,0.660798768,1443.700666,0.281007855,0
1,1,0.061788966,0.670752382,1372.089745,0.290861386,0
1,1,0.061788966,0.680689341,1273.891891,0.303877231,0
1,1,0.061788966,0.690649263,1222.594114,0.297178873,0
1,1,0.061788966,0.700651918,1285.849848,0.293788002,0
1,1,0.061788966,0.710543743,1083.229564,0.298610058,0
1,1,0.061788966,0.720520392,1114.954409,0.299812299,0
1,1,0.061788966,0.730416611,960.7963125,0.291197065,0
1,1,0.061788966,0.740365726,864.6657107,0.280122477,0
1,1,0.061788966,0.750267179,707.1188571,0.268746464,0
1,1,0.061788966,0.760279478,755.3495571,0.27005303,0
0,2,0.20181379,0.20181379,2294.734302,0.000396548,0.707400264
0,2,0.20181379,0.191833054,2455.637336,0,0.714786094
0,2,0.20181379,0.181855508,2612.889654,0,0.721176192
0,2,0.20181379,0.171879208,2786.416864,0,0.725969235
0,2,0.20181379,0.161897993,2995.322893,0,0.729527086
0,2,0.20181379,0.151907705,3192.79237,0,0.732330096
0,2,0.20181379,0.141931126,3495.199371,0,0.734463179
0,2,0.20181379,0.131945466,3757.676968,0,0.736119688
0,2,0.20181379,0.121953287,3955.142727,0,0.749190163
0,2,0.20181379,0.111960804,4153.728477,0,0.752310938
0,2,0.20181379,0.101961207,4562.724461,0,0.767650421
0,2,0.20181379,0.09192193,4742.60242,0,0.815856857
0,2,0.20181379,0.081902375,4988.234523,0,0.856302302
0,2,0.20181379,0.071876496,5322.106082,0,0.895425551
0,2,0.401451936,0.401451936,1801.253084,0.042634347,0.306431871
0,2,0.401451936,0.39146789,1917.620646,0.036466284,0.31255319
0,2,0.401451936,0.381492328,2030.034579,0.031324713,0.317359373
0,2,0.401451936,0.371521141,2146.792457,0.025755097,0.320660732
0,2,0.401451936,0.361552903,2246.944746,0.02147568,0.322878132
0,2,0.401451936,0.351583655,2349.92213,0.019157854,0.324729925
0,2,0.401451936,0.34162102,2471.070846,0.01787194,0.326547946
0,2,0.401451936,0.331661247,2598.671909,0.016841081,0.328669176
0,2,0.401451936,0.321688482,2672.643814,0.014219286,0.330614389
0,2,0.401451936,0.311727133,2788.234077,0.01203495,0.33159071
0,2,0.401451936,0.301769411,2912.641554,0.010912825,0.332429901
0,2,0.401451936,0.291780045,2845.969602,0.007898288,0.333228066
0,2,0.401451936,0.281836059,3035.086184,0.006303365,0.343756317
0,2,0.401451936,0.271877689,3176.97105,0.004758511,0.357497154
0,2,0.401451936,0.261881035,3136.553839,0.004122629,0.36360371
0,2,0.401451936,0.251913542,3303.740507,0.003677752,0.375152781
0,2,0.401451936,0.241938304,3400.692402,0.002305332,0.428324917
0,2,0.401451936,0.231942342,3468.475489,0,0.460612581
0,2,0.401451936,0.221982401,3696.212823,0,0.480694723
0,2,0.401451936,0.211960936,3597.299571,0,0.492157224
0,2,0.401451936,0.201986214,3741.163913,0,0.513532004
0,2,0.401451936,0.191992774,3855.693621,0,0.523964487
0,2,0.401451936,0.182004768,3941.13165,0,0.547531547
0,2,0.401451936,0.171997101,4076.135839,0,0.582780291
0,2,0.401451936,0.161983645,4248.769425,0,0.625456003
0,2,0.401451936,0.151943424,4603.139245,0,0.63243713
0,2,0.401451936,0.141983235,4489.64873,0,0.649303244
0,2,0.401451936,0.131984088,4252.799057,0,0.689368093
0,2,0.401451936,0.122022891,4942.109893,0,0.700511592
0,2,0.401451936,0.111951116,4400.069127,0,0.804164672
0,2,0.401451936,0.10197267,5079.499591,0,0.80652398
0,2,0.401451936,0.09193337,5204.293018,0,0.836443796
0,2,0.401451936,0.081911959,5436.762804,0,0.872029361
0,2,0.401451936,0.071830498,4922.326045,0,0.890634823
0,2,0.600923636,0.600923636,1441.160888,0.177339368,0.052131437
0,2,0.600923636,0.591005234,1576.378918,0.168182268,0.054716726
0,2,0.600923636,0.581075874,1743.463088,0.15961232,0.056186187
0,2,0.600923636,0.571139639,1855.473129,0.151262564,0.057344706
0,2,0.600923636,0.561183671,1967.747786,0.143367681,0.058268824
0,2,0.600923636,0.551262694,2132.35582,0.134465189,0.059319484
0,2,0.600923636,0.54132503,2261.337932,0.12812583,0.059820255
0,2,0.600923636,0.531371436,2329.727443,0.120318163,0.060091736
0,2,0.600923636,0.521454705,2494.06868,0.118574028,0.06071776
0,2,0.600923636,0.511475622,2504.974018,0.117696329,0.064501096
0,2,0.600923636,0.501486527,2445.36458,0.109303334,0.064454867
0,2,0.600923636,0.491531764,2806.202245,0.107687864,0.067447804
0,2,0.600923636,0.481604294,2523.069595,0.103330212,0.069934031
0,2,0.600923636,0.471740514,2803.021741,0.101930241,0.070696335
0,2,0.600923636,0.461700742,2696.744732,0.097038807,0.072607366
0,2,0.600923636,0.451791966,2872.270414,0.093242882,0.073004419
0,2,0.600923636,0.441841967,2949.501788,0.087620251,0.077776305
0,2,0.600923636,0.431938953,3145.187523,0.082544661,0.078420525
0,2,0.600923636,0.421947468,3138.544645,0.072718782,0.10173107
0,2,0.600923636,0.411789253,2827.018066,0.064653327,0.109293408
0,2,0.600923636,0.401878104,3019.107654,0.059241922,0.180290606
0,2,0.600923636,0.391982071,3239.575768,0.057628614,0.195696058
0,2,0.600923636,0.381963393,3183.76897,0.052318715,0.214743195
0,2,0.600923636,0.372054416,3370.973989,0.051952383,0.223167825
0,2,0.600923636,0.361810168,2797.076652,0.029929364,0.266146329
0,2,0.600923636,0.351941092,3126.310318,0.026040303,0.277503622
0,2,0.600923636,0.341974444,3269.223413,0.023285219,0.284311658
0,2,0.600923636,0.332108325,3568.474795,0.022651569,0.288425125
0,2,0.600923636,0.322039602,3349.584916,0.017189163,0.299443201
0,2,0.600923636,0.312169967,3593.349793,0.016084705,0.322866039
0,2,0.600923636,0.302150093,3519.524732,0.013631146,0.37314554
0,2,0.600923636,0.292241849,3859.802271,0.012463432,0.380217964
0,2,0.600923636,0.282132228,3548.306175,0.012176371,0.48396752
0,2,0.600923636,0.272248494,4047.886093,0.011916119,0.509033743
0,2,0.600923636,0.262082706,3655.387211,0.010368705,0.587993863
0,2,0.600923636,0.252201863,4190.318743,0.010083265,0.595113359
0,2,0.600923636,0.242127148,3866.648641,0.009312457,0.600358484
0,2,0.600923636,0.232190006,4649.326082,0.008703737,0.601460228
0,2,0.600923636,0.222028908,3242.523895,0.00558568,0.635347053
0,2,0.600923636,0.212015449,3263.684984,0.004448858,0.643213879
0,2,0.600923636,0.202134079,3937.233557,0.004462437,0.644873074
0,2,0.600923636,0.192229942,4605.070939,0.004457702,0.648409841
0,2,0.600923636,0.182147622,4111.290198,0.004374254,0.682588859
0,2,0.600923636,0.172196052,4531.571196,0.004422494,0.714031463
0,2,0.600923636,0.162185945,4493.926757,0.004429642,0.756094531
0,2,0.600923636,0.152212507,4892.338564,0.004461829,0.781614797
0,2,0.600923636,0.142060619,4405.67535,0.00390301,0.800678612
0,2,0.600923636,0.132109297,4964.566179,0.003944408,0.823972745
0,2,0.600923636,0.122013425,4311.113298,0,0.849983094
0,2,0.600923636,0.112081364,5203.952518,0,0.860083242
0,2,0.600923636,0.102019849,5090.485473,0,0.882997406
0,2,0.600923636,0.091990655,5251.900125,0,0.891845523
0,2,0.600923636,0.081918313,5498.013214,0,0.917653545
0,2,0.600923636,0.07186161,5530.907411,0,0.938487889
0,2,0.750881254,0.750881254,2332.195527,0.265772808,0
0,2,0.750881254,0.740884258,2318.848838,0.264075258,0
0,2,0.750881254,0.730910615,2393.482141,0.258914307,0
0,2,0.750881254,0.721005166,2522.644195,0.24589346,0
0,2,0.750881254,0.710663461,1718.914302,0.242433501,0
0,2,0.750881254,0.700812908,2087.033893,0.235928063,0
0,2,0.750881254,0.690961595,2489.251629,0.228602138,0
0,2,0.750881254,0.68104841,2687.202332,0.222325676,0
0,2,0.750881254,0.671098784,2776.419905,0.202697577,0
0,2,0.750881254,0.661265453,3182.400118,0.191346121,0
0,2,0.750881254,0.651240595,3105.616382,0.189614782,0
0,2,0.750881254,0.641336709,3373.5705,0.184966042,0.097860184
0,2,0.750881254,0.631063609,2632.974214,0.181394136,0.133106417
0,2,0.750881254,0.621053823,2540.98343,0.151487963,0.128990891
0,2,0.750881254,0.611213571,2993.820134,0.146030551,0.133400877
0,2,0.750881254,0.601206069,2914.591248,0.133369645,0.13354394
0,2,0.750881254,0.591354429,3346.481459,0.130000072,0.14601962
0,2,0.750881254,0.581308523,3196.627243,0.105544893,0.146423928
0,2,0.750881254,0.571468172,3573.764448,0.100349161,0.148312067
0,2,0.750881254,0.561516013,3750.421216,0.099014375,0.162451307
0,2,0.750881254,0.551338108,3114.167796,0.053858533,0.163475118
0,2,0.750881254,0.541361191,3055.668177,0.047426989,0.168649659
0,2,0.750881254,0.531360255,2933.886804,0.046766079,0.172263169
0,2,0.750881254,0.52150581,3450.446282,0.045925137,0.174442536
0,2,0.750881254,0.511342606,2994.226479,0.0458881,0.28590585
0,2,0.750881254,0.50139134,3188.431039,0.041690661,0.317870877
0,2,0.750881254,0.491272887,2633.770827,0.046851426,0.317592851
0,2,0.750881254,0.481315278,2837.830511,0.044109744,0.321492154
0,2,0.750881254,0.471391875,3083.445439,0.04204427,0.324108019
0,2,0.750881254,0.461469161,3387.314657,0.04061983,0.326334602
0,2,0.750881254,0.451524017,3552.020411,0.038560244,0.328862755
0,2,0.750881254,0.44152442,3527.89253,0.03751911,0.333804187
0,2,0.750881254,0.431527561,3720.471482,0.024916795,0.372619626
0,2,0.750881254,0.42161826,3833.055032,0.020093988,0.380671347
0,2,0.750881254,0.411609812,3850.921564,0.019975785,0.407499787
0,2,0.750881254,0.401720856,4161.232425,0.018225813,0.412614149
0,2,0.750881254,0.391626698,3900.307704,0.017581439,0.421784276
0,2,0.750881254,0.381559481,3424.031952,0.017799963,0.436216011
0,2,0.750881254,0.371693254,3956.038859,0.017697302,0.43800108
0,2,0.750881254,0.361728683,4262.447823,0.016316768,0.454750342
0,2,0.750881254,0.351686779,3860.160595,0.016409924,0.482262331
0,2,0.750881254,0.341783587,4287.158277,0.016215948,0.487748781
0,2,0.750881254,0.331669111,3810.104346,0.016403307,0.536237939
0,2,0.750881254,0.321670065,3634.147275,0.016510139,0.578386033
0,2,0.750881254,0.3117641,4115.168534,0.01635842,0.57981979
0,2,0.750881254,0.301754617,4022.383077,0.016326411,0.592467743
0,2,0.750881254,0.291764131,4025.164495,0.016237622,0.595021354
0,2,0.750881254,0.281901785,4586.958086,0.015008766,0.596894986
0,2,0.750881254,0.27184722,4352.026564,0.013373987,0.610198441
0,2,0.750881254,0.261979287,4919.766139,0.012706332,0.612550706
0,2,0.750881254,0.251877952,3977.2818,0.008015213,0.633830296
0,2,0.750881254,0.241855919,4209.478543,0.007591058,0.642556271
0,2,0.750881254,0.23187596,4214.607734,0.006286249,0.65066698
0,2,0.750881254,0.22202791,4966.72883,0.005913701,0.652249416
0,2,0.750881254,0.211971784,4755.635186,0.005671502,0.702341739
0,2,0.750881254,0.201996668,4955.227923,0.00531643,0.721882786
0,2,0.750881254,0.191862215,4826.1789,0.004930392,0.733023021
0,2,0.750881254,0.181864032,4833.93802,0.004334013,0.733634796
0,2,0.750881254,0.171990016,5376.281143,0.00411988,0.735142048
0,2,0.750881254,0.161772649,4553.973713,0,0.770048824
0,2,0.750881254,0.151773648,4822.565582,0,0.774184082
0,2,0.750881254,0.141753309,4150.646132,0,0.774932844
0,2,0.750881254,0.131827309,4750.367036,0,0.777508776
0,2,0.750881254,0.121727729,4074.064248,0,0.800515476
0,2,0.750881254,0.111813938,4781.533238,0,0.826011957
0,2,0.750881254,0.101840403,5122.318864,0,0.840040549
0,2,0.750881254,0.091845278,5398.744286,0,0.848903381
0,2,0.750881254,0.081863291,5843.466161,0,0.870092865
0,2,0.750881254,0.071750292,5344.230643,0,0.88582039
1,3,0.20195271,0.20195271,4781.750518,0.005416249,0.721910511
1,3,0.20195271,0.211862543,4144.425911,0.005747995,0.720021714
1,3,0.20195271,0.221798007,3674.308907,0.005992584,0.716702054
1,3,0.20195271,0.231743191,3372.417182,0.006112939,0.711846451
1,3,0.20195271,0.241707618,3068.498593,0.006182153,0.705425798
1,3,0.20195271,0.251664743,2792.447314,0.006301837,0.698256351
1,3,0.20195271,0.261669598,2745.059309,0.006810122,0.688359768
1,3,0.20195271,0.271644033,2639.390207,0.007081995,0.665558998
1,3,0.20195271,0.28163707,2545.862545,0.00818856,0.642036822
1,3,0.20195271,0.291613016,2470.222152,0.009819134,0.630513595
1,3,0.20195271,0.301581427,2389.552688,0.010316286,0.615505835
1,3,0.20195271,0.311537062,2426.338902,0.010906558,0.601681356
1,3,0.20195271,0.32150682,2344.83773,0.01170567,0.586598879
1,3,0.20195271,0.331494514,2309.494618,0.013384835,0.575486241
1,3,0.20195271,0.341479694,2266.137027,0.01479018,0.559263149
1,3,0.20195271,0.351456315,2222.654266,0.022311884,0.538694865
1,3,0.20195271,0.361441392,2184.539164,0.030106272,0.515246216
1,3,0.20195271,0.371426836,2125.103866,0.0327708,0.497774502
1,3,0.20195271,0.381417349,2119.277529,0.03481706,0.452096042
1,3,0.20195271,0.391394779,2073.584904,0.03701447,0.43179808
1,3,0.20195271,0.401372341,2061.477568,0.039917234,0.410827569
1,3,0.20195271,0.411335167,1969.694695,0.043795476,0.395010676
1,3,0.20195271,0.421331286,1994.507732,0.04874915,0.357126995
1,3,0.20195271,0.431304715,1955.369095,0.052169114,0.340726165
1,3,0.20195271,0.441280461,2001.717525,0.059037113,0.330190098
1,3,0.20195271,0.451237106,1896.889934,0.063470098,0.321264064
1,3,0.20195271,0.461242499,1891.338718,0.068864075,0.288026678
1,3,0.20195271,0.471239344,1906.558752,0.075980891,0.238508273
1,3,0.20195271,0.480737535,2282.352043,0.08530127,0.231817571
1,3,0.20195271,0.490762162,2186.942534,0.091489712,0.197982338
1,3,0.20195271,0.500732752,2052.884738,0.098731733,0.182782044
1,3,0.20195271,0.510722255,2045.907568,0.108072706,0.176885277
1,3,0.20195271,0.520704895,2103.246402,0.117174726,0.1745045
1,3,0.20195271,0.530636162,2023.287696,0.124998763,0.167141361
1,3,0.20195271,0.5406118,2074.101429,0.135604892,0.160481665
1,3,0.20195271,0.550907317,2344.475663,0.141441832,0.144992053
1,3,0.20195271,0.560575901,2019.659084,0.147320523,0.141193793
1,3,0.20195271,0.570823334,2164.317161,0.156940085,0.128621871
1,3,0.20195271,0.58089824,1587.685988,0.164657836,0.127677361
1,3,0.20195271,0.590952243,1302.408418,0.178213135,0.123983899
1,3,0.20195271,0.600865273,1552.666586,0.185785934,0.117259169
1,3,0.20195271,0.610842973,1537.753886,0.191421996,0.10060857
1,3,0.20195271,0.620822423,1557.03615,0.197089932,0.049229815
1,3,0.20195271,0.630787058,1466.590677,0.206037388,0.045960722
1,3,0.20195271,0.640781723,1496.932929,0.216023547,0.04007251
1,3,0.20195271,0.650756535,1527.680304,0.234564696,0
1,3,0.20195271,0.660718737,1526.797596,0.271929975,0
1,3,0.20195271,0.670749326,1365.405461,0.282221563,0
1,3,0.20195271,0.680772732,1397.423293,0.301375147,0
1,3,0.20195271,0.69071617,1320.072359,0.327043786,0
1,3,0.20195271,0.700641665,1204.517239,0.330564085,0
1,3,0.20195271,0.710624642,1206.382168,0.337147214,0
1,3,0.20195271,0.72059095,1170.030852,0.351314465,0
1,3,0.20195271,0.730520633,1053.408557,0.362806124,0
1,3,0.20195271,0.740506649,1064.158007,0.369524503,0
1,3,0.20195271,0.750362636,828.4661625,0.378151943,0
1,3,0.20195271,0.760310768,735.2045893,0.38681917,0
1,3,0.20195271,0.77033454,816.9657161,0.39329082,0
1,3,0.401558454,0.401558454,3324.470571,0.018993716,0.410833535
1,3,0.401558454,0.411506263,2982.68115,0.021068064,0.408010117
1,3,0.401558454,0.42145286,2788.799063,0.025584506,0.40239218
1,3,0.401558454,0.431392577,2599.02705,0.034811204,0.395565762
1,3,0.401558454,0.441351977,2486.685011,0.040197905,0.384564781
1,3,0.401558454,0.451302161,2303.449029,0.043288615,0.377247701
1,3,0.401558454,0.461287162,2264.05733,0.047474156,0.368319303
1,3,0.401558454,0.471255362,2170.013641,0.052943275,0.359530142
1,3,0.401558454,0.481227697,2079.831096,0.056761597,0.343720213
1,3,0.401558454,0.491191481,2000.256375,0.059098494,0.326726906
1,3,0.401558454,0.501188471,2036.791682,0.062969219,0.2961563
1,3,0.401558454,0.511138397,1931.055038,0.068571031,0.288281915
1,3,0.401558454,0.521119738,1881.948477,0.075019937,0.269690284
1,3,0.401558454,0.531102752,1915.48335,0.083717136,0.229254585
1,3,0.401558454,0.541028007,1889.251693,0.089436895,0.197705454
1,3,0.401558454,0.550127873,2282.130279,0.099532849,0.168207629
1,3,0.401558454,0.560123242,2193.130704,0.109127251,0.158216044
1,3,0.401558454,0.57010588,2174.161371,0.120425578,0.156496603
1,3,0.401558454,0.579912319,2328.818721,0.129924911,0.151879577
1,3,0.401558454,0.590115183,1934.647436,0.140723577,0.133114204
1,3,0.401558454,0.600105332,1890.272609,0.151343965,0.132042074
1,3,0.401558454,0.610085671,1873.916432,0.165605242,0.130154015
1,3,0.401558454,0.620098852,1716.061484,0.172977515,0.125024528
1,3,0.401558454,0.630757818,1587.835071,0.184904095,0.107865517
1,3,0.401558454,0.640861769,1380.51338,0.192407323,0.052885301
1,3,0.401558454,0.650834382,1356.088714,0.205016776,0.046896585
1,3,0.401558454,0.660816583,1360.15372,0.214666918,0.04470636
1,3,0.401558454,0.670801102,1386.343125,0.226855618,0.033821856
1,3,0.401558454,0.680774667,1383.871473,0.24070496,0
1,3,0.401558454,0.690536177,1740.264498,0.274122175,0
1,3,0.401558454,0.700508791,1612.052427,0.285257038,0
1,3,0.401558454,0.71047625,1369.387484,0.294940984,0
1,3,0.401558454,0.72044586,1446.312386,0.302137706,0
1,3,0.401558454,0.730407191,1378.955202,0.317773709,0
1,3,0.401558454,0.740335501,1230.325013,0.32112243,0
1,3,0.401558454,0.750207857,922.1030196,0.328880268,0
1,3,0.401558454,0.760366327,858.7339929,0.335388472,0
1,3,0.60119006,0.60119006,2853.18127,0.133479741,0.133585773
1,3,0.60119006,0.611093327,2534.369984,0.138625239,0.128382187
1,3,0.60119006,0.621021913,2320.175368,0.142985978,0.12354319
1,3,0.60119006,0.630972617,2236.940727,0.14965241,0.120789848
1,3,0.60119006,0.64091155,2091.902995,0.153841801,0.114455532
