Process,Rev_num,Sw_rev,Sw,Pc,krw,kro,Swi
1,1,0.501138690994854,0.501138690994854,3251.78327678571,0.17079830910756,0.322838779753388,0.5
1,1,0.501138690994854,0.511122955272581,2958.54248571429,0.172535517674789,0.321174631660144,0.5
1,1,0.501138690994854,0.521112759646627,2627.13906428571,0.174827667420939,0.319072973068378,0.5
1,1,0.501138690994854,0.531101030240385,2442.86590178571,0.17970634771366,0.316555836302403,0.5
1,1,0.501138690994854,0.541081026391156,2306.84770178571,0.185827281211984,0.313415956693778,0.5
1,1,0.501138690994854,0.551056896113906,2120.78603571429,0.188702226141224,0.308364298532205,0.5
1,1,0.501138690994854,0.561049677826157,2042.82488571429,0.19133110056365,0.302539965148723,0.5
1,1,0.501138690994854,0.571079532629748,2029.36172142857,0.194673725801934,0.294446993886352,0.5
1,1,0.501138690994854,0.58105657690384,1933.71970714286,0.197090221483559,0.279520946508653,0.5
1,1,0.501138690994854,0.591036261427653,1907.46758571429,0.19927105170496,0.271134736267047,0.5
1,1,0.501138690994854,0.60101137394671,1814.39885892857,0.205824188645585,0.258846344077522,0.5
1,1,0.501138690994854,0.610997523484509,1805.51151428571,0.217956730284065,0.224506682990957,0.5
1,1,0.501138690994854,0.620967947761403,1745.26088571429,0.225273681270908,0.215792705740699,0.5
1,1,0.501138690994854,0.630945623038573,1711.7995125,0.233485466264692,0.183045563570372,0.5
1,1,0.501138690994854,0.640924466224949,1693.10419821429,0.240991798748709,0.154884682894948,0.5
1,1,0.501138690994854,0.650898682055422,1647.49671964286,0.248759318808778,0.15156509832166,0.5
1,1,0.501138690994854,0.660854571121074,1678.0207875,0.259305468768658,0.148618664128714,0.5
1,1,0.501138690994854,0.670749103440108,1755.11090892857,0.269712670347459,0.141742499541462,0.5
1,1,0.501138690994854,0.680827567621127,1541.14701964286,0.279855419706531,0.139788703577028,0.5
1,1,0.501138690994854,0.690804822229579,1548.39267857143,0.28523026151002,0.131935889474282,0.5
1,1,0.501138690994854,0.700766030540471,1576.289475,0.291700463635689,0.131083685602592,0.5
1,1,0.501138690994854,0.710737307225031,1560.33962142857,0.304024011052186,0.129593814802875,0.5
1,1,0.501138690994854,0.720709386501225,1473.26457321429,0.318578725314248,0.123033545500328,0.5
1,1,0.501138690994854,0.730685008250836,1460.13036428571,0.334180811244655,0.118415916086757,0.5
1,1,0.501138690994854,0.740648762714498,1487.9991375,0.336263895139645,0.0501057543526103,0.5
1,1,0.501138690994854,0.750620980368559,1389.39602142857,0.349070899295955,0.0464772862416256,0.5
1,1,0.501138690994854,0.760609056126279,1399.89381428571,0.366837572639327,0.030443854038907,0.5
1,1,0.501138690994854,0.770575019100712,1396.74943928571,0.41830400474483,0.0,0.5
1,1,0.501138690994854,0.780549107623547,1330.60033928571,0.432483912181728,0.0,0.5
1,1,0.501138690994854,0.790513780916252,1529.22612321429,0.460325179416695,0.0,0.5
1,1,0.501138690994854,0.800462883931263,1338.80619642857,0.475265137714491,0.0,0.5
1,1,0.501138690994854,0.810432383843999,1378.99150714286,0.501217414574286,0.0,0.5
1,1,0.501138690994854,0.820389828276885,1280.31943928571,0.52206731068062,0.0,0.5
1,1,0.501138690994854,0.830354346586378,1229.741325,0.526328104891232,0.0,0.5
1,1,0.501138690994854,0.840324257007305,1207.52490535714,0.53983300302269,0.0,0.5
1,1,0.501138690994854,0.850293548347646,1162.38098035714,0.565330175688488,0.0,0.5
1,1,0.501138690994854,0.860206274006301,840.926480357143,0.586552241173863,0.0,0.5
1,1,0.501138690994854,0.870170378681472,713.442498214286,0.609091759243304,0.0,0.5
0,2,0.870406838573439,0.870406838573439,1961.77213928571,0.604116619183255,0.0,0.5
0,2,0.870406838573439,0.86023275062298,1276.09411607143,0.57750740917315,0.0,0.5
0,2,0.870406838573439,0.850333202460402,1759.98101785714,0.566583075170511,0.0,0.5
0,2,0.870406838573439,0.840359641410054,1660.3429875,0.541136673342568,0.0,0.5
0,2,0.870406838573439,0.830466881182036,2120.1308625,0.5067326843018,0.0,0.5
0,2,0.870406838573439,0.820504195245798,2143.95213214286,0.484942056193202,0.0,0.5
0,2,0.870406838573439,0.810523258416885,2246.19433928571,0.433108552699028,0.0,0.5
0,2,0.870406838573439,0.800534834895443,2066.44767857143,0.422366797512406,0.0,0.5
0,2,0.870406838573439,0.790638081764742,2530.44320357143,0.412982555143329,0.0,0.5
0,2,0.870406838573439,0.780575090785713,2248.49616428571,0.372071359321237,0.0,0.5
0,2,0.870406838573439,0.770610458309418,2370.85213928571,0.35577184579335,0.0,0.5
0,2,0.870406838573439,0.760630247966965,2339.37694285714,0.316640717037974,0.0,0.5
0,2,0.870406838573439,0.750675414739336,2432.29085357143,0.304990731547948,0.0,0.5
0,2,0.870406838573439,0.740777319549678,2957.29271785714,0.299260381305557,0.0,0.5
0,2,0.870406838573439,0.730782108093676,2871.35173392857,0.272610451700441,0.0,0.5
0,2,0.870406838573439,0.72079236469607,2796.38130535714,0.269162602011069,0.0,0.5
0,2,0.870406838573439,0.710800597118632,2608.29319285714,0.257222336627702,0.0749057149195744,0.5
0,2,0.870406838573439,0.700892575129251,2856.66912321429,0.253541619744115,0.0757066236805834,0.5
0,2,0.870406838573439,0.690774886929176,2762.3149125,0.249368922666783,0.076168220173359,0.5
0,2,0.870406838573439,0.680883152655319,3308.84967321429,0.243973222524144,0.0769700874208857,0.5
0,2,0.870406838573439,0.670786488197005,2370.30044464286,0.243495941267935,0.0926858794431419,0.5
0,2,0.870406838573439,0.660826480832983,2594.7639,0.24154773701092,0.0965627097443101,0.5
0,2,0.870406838573439,0.650890164691541,2926.00310357143,0.23949105974113,0.0974193056070738,0.5
0,2,0.870406838573439,0.640915572141334,2882.39013214286,0.235046641385245,0.0977338693031264,0.5
0,2,0.870406838573439,0.630935966279981,2850.22827857143,0.228623093108361,0.0980680337268248,0.5
0,2,0.870406838573439,0.62098210909523,3065.43095892857,0.225698583490407,0.098477590512849,0.5
0,2,0.870406838573439,0.611036215533049,3375.81417857143,0.217103757693322,0.0992781165225305,0.5
0,2,0.870406838573439,0.601043150262239,3216.58962321429,0.216283737097119,0.100033910481058,0.5
0,2,0.870406838573439,0.591093674179041,3468.64366607143,0.214648890387015,0.104118249896894,0.5
0,2,0.870406838573439,0.581019852451487,2977.42197321429,0.206505550336504,0.144175654555026,0.5
0,2,0.870406838573439,0.571099774114286,3392.72749821429,0.203281610173723,0.147325207479765,0.5
0,2,0.870406838573439,0.561114167807514,3786.21745178571,0.187529913503829,0.15140258178636,0.5
0,2,0.870406838573439,0.551118005818846,2995.71520178571,0.187766109669674,0.154801379802454,0.5
0,2,0.870406838573439,0.541192507116254,3586.251675,0.185000457934624,0.155821455511631,0.5
0,2,0.870406838573439,0.531114266021828,3280.52066785714,0.17766742495923,0.168373161316095,0.5
0,2,0.870406838573439,0.521138959185697,2928.51576964286,0.151529169551038,0.170188882151429,0.5
0,2,0.870406838573439,0.511186091908068,3291.97498928571,0.149632977661394,0.17444038097266,0.5
0,2,0.870406838573439,0.501205387998478,3474.07443214286,0.146035661970431,0.275113967022113,0.5
0,2,0.870406838573439,0.491135774901265,3271.85350178571,0.139015648820189,0.31814914323608,0.5
0,2,0.870406838573439,0.481190266765107,3680.53917321429,0.137835484955983,0.319402476931795,0.5
0,2,0.870406838573439,0.471193264048597,3620.72608928571,0.134076677152391,0.327061813454883,0.5
0,2,0.870406838573439,0.461191921823269,3688.33892678571,0.122280287671395,0.332579527644657,0.5
0,2,0.870406838573439,0.451213785571931,3825.04073571429,0.121876171422097,0.341362126740061,0.5
0,2,0.870406838573439,0.44123575136144,3793.10894464286,0.120863979103707,0.345843388931716,0.5
0,2,0.870406838573439,0.431255124537054,3824.4772875,0.120789209114338,0.363710719441428,0.5
0,2,0.870406838573439,0.421308195038456,3427.01755178571,0.0803272636424112,0.364885154901312,0.5
0,2,0.870406838573439,0.411335114245569,3341.00809821429,0.0760727671385149,0.381828350020943,0.5
0,2,0.870406838573439,0.401371389045495,3957.78916071429,0.0758776315058378,0.392447705192705,0.5
0,2,0.600970713782683,0.600970713782683,1777.28629821429,0.206258498828387,0.258932157568429,0.5
0,2,0.600970713782683,0.590978930911089,1959.53894464286,0.200990666576715,0.269734863491659,0.5
0,2,0.600970713782683,0.580998751835193,2146.45262678571,0.195549373996534,0.27638902748436,0.5
0,2,0.600970713782683,0.571018589391589,2327.54105892857,0.191812852612676,0.281057339284848,0.5
0,2,0.600970713782683,0.561038310521942,2545.63152321429,0.189548106575017,0.284271469434613,0.5
0,2,0.600970713782683,0.551054277189587,2761.10256964286,0.186650486041919,0.286145005018787,0.5
0,2,0.600970713782683,0.541072931081204,2959.83364821429,0.184828911362753,0.287619964598719,0.5
0,2,0.600970713782683,0.531093435592508,3076.75969285714,0.181845573830681,0.292317272224564,0.5
0,2,0.600970713782683,0.521113396227865,3328.7176875,0.18065955933904,0.294228841711661,0.5
0,2,0.600970713782683,0.511114741447639,3221.08653214286,0.17100703723696,0.30788452456777,0.5
0,2,0.600970713782683,0.501126739096011,3479.89399821429,0.170038097426777,0.309004281266582,0.5
0,2,0.600970713782683,0.491153481825623,3400.0752,0.16950497950632,0.322867888152664,0.5
0,2,0.600970713782683,0.481155804469756,3355.07719285714,0.169745421317142,0.328344625435611,0.5
0,2,0.600970713782683,0.471176260193003,3913.47539464286,0.168150650922507,0.389743824375679,0.5
0,2,0.600970713782683,0.461232617827287,2938.64901428571,0.146176105976445,0.424203183703027,0.5
0,2,0.600970713782683,0.451259297908599,3167.67441428571,0.143354443891671,0.426187861910076,0.5
0,2,0.600970713782683,0.441276358426646,3161.39301428571,0.13930087253633,0.437707181243126,0.5
0,2,0.600970713782683,0.431312194030278,2961.08207142857,0.0993852579466533,0.436164838131167,0.5
0,2,0.600970713782683,0.421329028903564,3237.6599625,0.0958647562658041,0.440293534887824,0.5
