Process,Rev_num,Sw_rev,Sw,Pc,krw,kro,1-Sw
0,2,0.750881254,0.23187596,4214.607734,0.006286249,0.65066698,0.76812404
0,2,0.750881254,0.22202791,4966.72883,0.005913701,0.652249416,0.77797209
0,2,0.750881254,0.211971784,4755.635186,0.005671502,0.702341739,0.788028216
0,2,0.750881254,0.201996668,4955.227923,0.00531643,0.721882786,0.798003332
0,2,0.750881254,0.191862215,4826.1789,0.004930392,0.733023021,0.808137785
0,2,0.750881254,0.181864032,4833.93802,0.004334013,0.733634796,0.818135968
0,2,0.750881254,0.171990016,5376.281143,0.00411988,0.735142048,0.828009984
0,2,0.750881254,0.161772649,4553.973713,0,0.770048824,0.838227351
0,2,0.750881254,0.151773648,4822.565582,0,0.774184082,0.848226352
0,2,0.750881254,0.141753309,4150.646132,0,0.774932844,0.858246691
0,2,0.750881254,0.131827309,4750.367036,0,0.777508776,0.868172691
0,2,0.750881254,0.121727729,4074.064248,0,0.800515476,0.878272271
0,2,0.750881254,0.111813938,4781.533238,0,0.826011957,0.888186062
0,2,0.750881254,0.101840403,5122.318864,0,0.840040549,0.898159597
0,2,0.750881254,0.091845278,5398.744286,0,0.848903381,0.908154722
0,2,0.750881254,0.081863291,5843.466161,0,0.870092865,0.918136709
0,2,0.750881254,0.071750292,5344.230643,0,0.88582039,0.928249708
1,3,0.20195271,0.20195271,4781.750518,0.005416249,0.721910511,0.79804729
1,3,0.20195271,0.211862543,4144.425911,0.005747995,0.720021714,0.788137457
1,3,0.20195271,0.221798007,3674.308907,0.005992584,0.716702054,0.778201993
1,3,0.20195271,0.231743191,3372.417182,0.006112939,0.711846451,0.768256809
1,3,0.20195271,0.241707618,3068.498593,0.006182153,0.705425798,0.758292382
1,3,0.20195271,0.251664743,2792.447314,0.006301837,0.698256351,0.748335257
1,3,0.20195271,0.261669598,2745.059309,0.006810122,0.688359768,0.738330402
1,3,0.20195271,0.271644033,2639.390207,0.007081995,0.665558998,0.728355967
1,3,0.20195271,0.28163707,2545.862545,0.00818856,0.642036822,0.71836293
1,3,0.20195271,0.291613016,2470.222152,0.009819134,0.630513595,0.708386984
1,3,0.20195271,0.301581427,2389.552688,0.010316286,0.615505835,0.698418573
1,3,0.20195271,0.311537062,2426.338902,0.010906558,0.601681356,0.688462938
1,3,0.20195271,0.32150682,2344.83773,0.01170567,0.586598879,0.67849318
1,3,0.20195271,0.331494514,2309.494618,0.013384835,0.575486241,0.668505486
1,3,0.20195271,0.341479694,2266.137027,0.01479018,0.559263149,0.658520306
1,3,0.20195271,0.351456315,2222.654266,0.022311884,0.538694865,0.648543685
1,3,0.20195271,0.361441392,2184.539164,0.030106272,0.515246216,0.638558608
1,3,0.20195271,0.371426836,2125.103866,0.0327708,0.497774502,0.628573164
1,3,0.20195271,0.381417349,2119.277529,0.03481706,0.452096042,0.618582651
1,3,0.20195271,0.391394779,2073.584904,0.03701447,0.43179808,0.608605221
1,3,0.20195271,0.401372341,2061.477568,0.039917234,0.410827569,0.598627659
1,3,0.20195271,0.411335167,1969.694695,0.043795476,0.395010676,0.588664833
1,3,0.20195271,0.421331286,1994.507732,0.04874915,0.357126995,0.578668714
1,3,0.20195271,0.431304715,1955.369095,0.052169114,0.340726165,0.568695285
1,3,0.20195271,0.441280461,2001.717525,0.059037113,0.330190098,0.558719539
1,3,0.20195271,0.451237106,1896.889934,0.063470098,0.321264064,0.548762894
1,3,0.20195271,0.461242499,1891.338718,0.068864075,0.288026678,0.538757501
1,3,0.20195271,0.471239344,1906.558752,0.075980891,0.238508273,0.528760656
1,3,0.20195271,0.480737535,2282.352043,0.08530127,0.231817571,0.519262465
1,3,0.20195271,0.490762162,2186.942534,0.091489712,0.197982338,0.509237838
