Sw, kro, krw, Pc
0.0868443078858677, 0.0, 0.895340026710575, 0.00579256167857143
0.0968330842292336, 0.0, 0.880126610279462, 0.00486826344642857
0.106850911031878, 0.0, 0.858913936675401, 0.0052928579625
0.116839181558604, 0.0, 0.82914543609649, 0.0046752794464285695
0.126858988509012, 0.0, 0.806643485552303, 0.00489979355892857
0.136829043555849, 0.0, 0.804768599081091, 0.00422347849285714
0.146840871317864, 0.0, 0.744979560998701, 0.00482335437857143
0.156836466511779, 0.0, 0.704676537737633, 0.004475100048214289
0.166845969175667, 0.0, 0.667619052749968, 0.004598909689285709
0.176822158700374, 0.0, 0.665512006692037, 0.00395293005
0.186822043661639, 0.0, 0.64751357581166, 0.00455426555357143
0.196822700891588, 0.0, 0.641393655478615, 0.00434060824285714
0.206816994782366, 0.0012970296004277, 0.640538576147372, 0.00401348352857143
0.216779043553361, 0.001414637552585, 0.638972110052586, 0.0035006685803571397
0.226761689841296, 0.0025823056473591, 0.638914922501299, 0.00351350089821429
0.236720963530836, 0.0, 0.640851258250764, 0.00418328649642857
0.24669540840274, 0.0050035503402024, 0.630969374827973, 0.0037415946321428598
0.256662739778992, 0.0060232955645151, 0.614948546079682, 0.00419229220714286
0.26663912665511, 0.0286210378302245, 0.614341515339845, 0.00399940684285714
0.276627825605766, 0.0352161230297855, 0.612378499571375, 0.00387032187321429
0.28661018941031, 0.0383632700890371, 0.599550572747961, 0.004133767457142859
0.296578065852362, 0.0384443635163043, 0.598284373461406, 0.00368261311071429
