Sw, kro, krw, Pc
0.640939197843507, 0.193636357130468, 0.136946855380225, 0.0015684328124999998
0.65090400467783, 0.203864469684768, 0.133271648185915, 0.0014846471196428598
0.660883237232077, 0.218830287820153, 0.125826031641473, 0.00150142456071429
0.670847900141336, 0.230677872703502, 0.121245530714869, 0.00146068695
0.680821359086266, 0.240318960511722, 0.100301389331032, 0.0014483139964285698
0.690792282735829, 0.248944808464723, 0.0506812708276829, 0.00143962600714286
0.700753447158906, 0.261714373751686, 0.0466524496527215, 0.0014029701267857099
0.710727526088729, 0.275739186491001, 0.0356742104326594, 0.0013479397875
0.720712172439631, 0.302374996110169, 0.0, 0.00144796485535714
0.730675058427902, 0.334676683279629, 0.0, 0.00146927997857143
0.740614135889163, 0.347922371919626, 0.0, 0.00130437128035714
0.750593119342337, 0.362795252243176, 0.0, 0.00135668621785714
0.760554178589405, 0.365161572120522, 0.0, 0.0013149331178571397
0.770504305067154, 0.378688116608569, 0.0, 0.00123441201964286
0.780491420286469, 0.389539711776993, 0.0, 0.001233971925
0.790437090622799, 0.409181384165497, 0.0, 0.00114894616607143
0.8003265194724, 0.413652257392548, 0.0, 0.0009162708
0.810341838468771, 0.420766173273938, 0.0, 0.000943473723214286
0.820214810040808, 0.422714023727205, 0.0, 0.0006588470678571429

0.461435068870716, 0.101301496035026, 0.350286086514826, 0.00361713617678571
0.471362361153951, 0.101761645148832, 0.349080130357383, 0.0031909189178571397
0.481303930263232, 0.102876456636164, 0.347089099764857, 0.0029373526767857102
0.491255287402696, 0.105555871924008, 0.344982664822491, 0.00273295394464286
0.501233840057154, 0.112164203857538, 0.341517816471221, 0.0024949190464285697
0.511205685347419, 0.116760974931959, 0.336234030886906, 0.00231482751428571
0.521155668241002, 0.120148041137405, 0.330267500560658, 0.00222871577678571
0.531148106111424, 0.124569922194535, 0.321244668720283, 0.0022245375964285697
0.541095878768805, 0.127899866784848, 0.313258530107855, 0.002126675775
0.551069764875306, 0.130585846740418, 0.301320033743228, 0.00204694866964286
0.561156980162555, 0.135951558799007, 0.285168217198191, 0.00188325432321429
0.571120634969587, 0.142508306146062, 0.273378479227659, 0.0017864516625
0.581101309539675, 0.150767730814529, 0.244435402793104, 0.00176512356964286
0.591068474950575, 0.154008725926168, 0.204658855591221, 0.00179104481785714
0.601033418460293, 0.161907832032957, 0.194342211689949, 0.00169533947678571
0.611015687244479, 0.170974889341847, 0.156129391820202, 0.001724243475
0.62097778116593, 0.181118619702221, 0.152809519379319, 0.00162101327678571
0.630953128727934, 0.190474573853437, 0.144111894295019, 0.00169447745357143
0.640857697627778, 0.201756265723662, 0.138541973145813, 0.0016937752982142899
0.650907012280137, 0.215909605715474, 0.137162477858117, 0.0015583955785714299
0.660889714335053, 0.224900546972554, 0.135509842860478, 0.00154542560892857
0.670864650845338, 0.232745244495678, 0.136621941316341, 0.0016033235089285699
0.680814896478735, 0.240408778417778, 0.131320451070831, 0.00145987663928571
0.690799659346998, 0.254800115758154, 0.113664679120505, 0.00150593281071429
0.700770885282309, 0.261406033785202, 0.0528544106421594, 0.00145006082142857
0.710741300223688, 0.269590431152484, 0.0517284688105512, 0.00143854512857143
0.720688568509501, 0.282167704102346, 0.0449576525056984, 0.0013809383785714298
0.730709176198586, 0.304351118699308, 0.0, 0.0015135227035714299
0.740680885397403, 0.346930483111781, 0.0, 0.0015579545250000001
0.750588242783232, 0.356904789722773, 0.0, 0.00131658812142857
0.760559718682425, 0.369623921893641, 0.0, 0.00134135925535714
0.77050059900234, 0.382819193499532, 0.0, 0.0012323023821428601
0.780484278693776, 0.390659339819896, 0.0, 0.0012294179089285698
0.790402129007937, 0.407027861160655, 0.0, 0.00104719239107143
0.800383770105039, 0.416617020227845, 0.0, 0.0010560544125
0.810259665370128, 0.427669093465542, 0.0, 0.000748805041071428
0.820253510259473, 0.434374269525926, 0.0, 0.0007448037375

0.30156203665923, 0.0387435544395013, 0.598084040130029, 0.00394022056071429
0.311551627681313, 0.0388410627524822, 0.596467703788748, 0.00349888693928571
0.321523987158517, 0.038915002911242, 0.59530595701783, 0.00328896099642857
0.331442939828458, 0.0387068489088331, 0.590775532187175, 0.0038012641017857096
0.341425140277105, 0.0399310098773161, 0.575427670331779, 0.00379130729464286
0.351458692593083, 0.039932331816775, 0.476615011587475, 0.00403726497321429
0.361441414957648, 0.0403505953914006, 0.473089083843689, 0.0035922469285714297
0.371444502581157, 0.0403953145769637, 0.459748768783059, 0.0036631253249999997
0.38143250733382, 0.0412130676127808, 0.441016146879375, 0.0035214484125
0.391430175018596, 0.0506481097672912, 0.385166938680101, 0.00332017671964286
0.401424020126853, 0.056696870517397, 0.356486304216705, 0.00329458565357143
0.411400356370401, 0.05790909221758, 0.355585069578321, 0.003063231375
0.421377164612297, 0.0665008190154719, 0.349806859338003, 0.00294444211607143
0.431341928854031, 0.0684143762363531, 0.348067608358228, 0.0027666214928571396
0.441312063116928, 0.0699793257996186, 0.346414203033336, 0.00265010244107143
0.451284406509582, 0.071418760266842, 0.343635926937275, 0.0025276501767857095
0.461012935855186, 0.0731636737147858, 0.340909193614518, 0.00251266869107143
0.47122836227982, 0.0769892330282553, 0.337828141920011, 0.00223355318571429
0.481206001371923, 0.0827275470713774, 0.333759913440305, 0.0020974047749999997
0.491180111846526, 0.0887372012499243, 0.327434754769375, 0.00197413130892857
0.501170797727293, 0.0940232865586016, 0.319402155292024, 0.0018304001249999998

0.581175721255144, 0.151207089133537, 0.102374939823209, 0.0034522603017857097
0.591104344552251, 0.153855966333322, 0.101505779102791, 0.0031392133553571396
0.60103718025258, 0.158685728433269, 0.100371828440884, 0.00288199515535714
0.610978757105843, 0.167560860074397, 0.0988255581073204, 0.00262953640714286
0.620946463068953, 0.176077607817069, 0.0961300334915453, 0.00248523308571429
0.630911005567193, 0.186981710678111, 0.0944353183626638, 0.0023600809071428596
0.640878561681968, 0.199360081593577, 0.0915104227769847, 0.00228470592857143
0.65083642205441, 0.208466909660153, 0.081957980497855, 0.0021597544875
0.660821643623017, 0.21571168468238, 0.0693567228702683, 0.00218798897142857
0.670772150327118, 0.227498045435317, 0.0674555359149803, 0.0020310231482142897
0.680748486444395, 0.237995563461818, 0.0657932629816023, 0.00202016419285714
0.69071937807213, 0.252321205878964, 0.0623985723053844, 0.0019612482267857096
0.700688571418724, 0.25926605181472, 0.0614914934723611, 0.0018807448392857099
0.710661150227724, 0.267586808362924, 0.0602072373290615, 0.0018430468874999998
0.720648908118167, 0.280617818537756, 0.0599213108300212, 0.00190059196607143
0.730611802284711, 0.291597345925102, 0.0554016368087127, 0.00176234161607143
0.740582483014788, 0.297755477062943, 0.0516113549453281, 0.00172630433035714
0.750548474046943, 0.308164978366107, 0.0450958659399002, 0.00168665625
0.760547587111292, 0.334756385614886, 0.0, 0.00176578566428571
0.77053035560714, 0.380734533569664, 0.0, 0.00185345306785714
0.780488554525822, 0.392037839632501, 0.0, 0.001739854575
0.790436863454328, 0.394073272595415, 0.0, 0.00166388897678571
0.800386809614653, 0.401423915348272, 0.0, 0.00155535117857143
0.810317441989449, 0.418850277731922, 0.0, 0.0013675924017857101
0.82018518801257, 0.430456600623032, 0.0, 0.00100762620535714

0.301567500406545, 0.037587774086336, 0.5954204768583, 0.00381872041071429
0.311540926369319, 0.03773396257866, 0.593958398951197, 0.0033670969339285694
0.321483562703747, 0.0385745842021963, 0.589675266858487, 0.00383852365178571
0.331460212379975, 0.0386493606243607, 0.588589571811426, 0.00347051989285714
0.341425350300941, 0.0399334479067804, 0.588089341557555, 0.00389780470714286
0.351430686918146, 0.0400604457621668, 0.514980428621983, 0.00396393176785714
0.361423857154159, 0.0402172258521504, 0.489379543212022, 0.0037445417196428597
0.371438063702888, 0.040630951089607, 0.448664611978203, 0.0038002823142857097
0.381411139310306, 0.0407137765470411, 0.444391804522143, 0.0035195575874999996
0.391427451322593, 0.0406814774812357, 0.402517603143643, 0.00364343919642857
0.401404576838026, 0.041023166667377, 0.398701765392252, 0.00333360089464286
0.411322646099515, 0.0413013464725324, 0.37050146776289, 0.00380528913214286
0.421417488237943, 0.0419555746323678, 0.25834268836009, 0.00329721399642857
0.431415904365226, 0.0551413047944509, 0.22150287308746, 0.00325621031785714
0.441409622066182, 0.0575055420542794, 0.192067961197056, 0.0031881381321428597
0.451383129093744, 0.0588819512083725, 0.187834763678797, 0.00306572755178571
0.461344456969633, 0.0610899953707996, 0.1871787954478, 0.00287159777142857
0.471328151509158, 0.0687680127317887, 0.184908887091816, 0.00288678347678571
0.481310436298689, 0.073510922444369, 0.15975218138103, 0.00274059514821429
0.491315142935539, 0.0765236337285294, 0.158270206837692, 0.00269449802142857
0.501288481088216, 0.0810185061070949, 0.157876352505288, 0.00263748195535714
0.511256032590239, 0.088608249432929, 0.157393759368261, 0.00249249550178571
0.521235565536827, 0.0945610730803352, 0.15713179664036, 0.0024399270107142903
0.531201870981924, 0.097184706382692, 0.156495491856764, 0.0023277705321428596
0.541164282984352, 0.102004151886984, 0.155682656693046, 0.00219599818392857
0.55113436098186, 0.108580073788988, 0.154859741338904, 0.0020879574375000003
0.561099283952584, 0.119237808626427, 0.153679780107754, 0.00196947339107143
0.571070794887828, 0.133172681236573, 0.152291081098011, 0.00187892158392857
0.581040403742408, 0.145519978533762, 0.150294391253714, 0.0017717500124999998
0.590876417771001, 0.15579294375413, 0.14761751852826, 0.00188002569107143
0.600841634649233, 0.164822226080113, 0.144538588048043, 0.00177553587321429

0.201786614642284, 0.0015028313064533, 0.648322339015877, 0.0038188093178571397
0.211799590511323, 0.007607669275192, 0.634672349183714, 0.0044933866553571395
0.221787937435287, 0.0098976082303757, 0.63359245973452, 0.00398439729107143
0.231765850632429, 0.0108683685216624, 0.632095548240216, 0.0034986967446428595
0.241752967219052, 0.010507474063974, 0.632601600173943, 0.0038566203
0.251724596649968, 0.0112971609741922, 0.630968474236614, 0.0033681737892857096
0.261658465213158, 0.0144112814184764, 0.61769057337355, 0.00411575712321429
0.27163791452837, 0.0261459072183443, 0.616490696207779, 0.00366038399464286
0.28162897407702, 0.038221066713476, 0.615989951330274, 0.00415169754107143
0.291607133119648, 0.0393346688352692, 0.614588743749836, 0.00360468529285714
0.301621971975812, 0.0468983191346797, 0.614044304109439, 0.0037101178124999998
0.311626326604163, 0.0475403426734038, 0.612878392103486, 0.004019347767857139
0.321601201417477, 0.0568834103271937, 0.609910734510251, 0.00351108594642857
0.331625989304006, 0.0692679004393036, 0.603458994507438, 0.00329223318214286
0.341633547003334, 0.0694443664914722, 0.58084387500982, 0.00341691511071429
0.351595618231005, 0.0697737577809686, 0.579287910453558, 0.00304798977321429
0.361555505482617, 0.0696521763393261, 0.574579039877944, 0.00313163439642857
0.371539927673189, 0.0729303353183064, 0.536314087025912, 0.00353867141785714
0.381535908469724, 0.0730698176214047, 0.474312135154962, 0.00330112013035714
0.391550578091089, 0.0730517559400634, 0.393945533360356, 0.003421143075
0.401539909930809, 0.0731974298087538, 0.370079958842975, 0.00323412983571429
0.411557846922296, 0.0739920923254097, 0.367903068708768, 0.00321555767142857
0.421516552642306, 0.0751153709797139, 0.360628911893459, 0.0028909100839285703
0.431585324878498, 0.080192417776612, 0.289310438907219, 0.0033676036553571395
0.441536916458674, 0.0821046176776595, 0.239734444555857, 0.0030480456749999996
0.45152442027883, 0.0960193845857195, 0.206326332656094, 0.0031503697499999997
0.461481390017871, 0.0977301656211632, 0.203906234609034, 0.0028929250982142897
0.471436128098208, 0.0990128103492099, 0.199579616819283, 0.00291100339285714
0.48152636695056, 0.115436484869703, 0.113733749653132, 0.00354149823214286
0.491452579719839, 0.116313554712091, 0.110034556172898, 0.00312752853214286
0.501474938445031, 0.124696749580843, 0.109684174671946, 0.003268938075
0.511392852770628, 0.126724440674469, 0.107907285406166, 0.00285603602142857
0.521485015007836, 0.127785998264914, 0.104234147963783, 0.00341741417142857
0.531398655083258, 0.131195363755685, 0.0972077808198646, 0.0030079443375
0.54142587078491, 0.143824165005062, 0.0754704387721305, 0.0032064650517857098
0.551338592137731, 0.145737101461185, 0.0749119708131206, 0.00284864259642857
0.561330344703389, 0.149527918854789, 0.0745178398705143, 0.0028689668999999996
0.571315262571696, 0.162374981636379, 0.0700590538660578, 0.00280767340714286
0.581248627737816, 0.170847182270766, 0.0697191529970434, 0.0025771515
0.591244374002268, 0.173787146679717, 0.0675362514155165, 0.0026067837214285698
0.601175587904842, 0.177298230748071, 0.067212009578754, 0.00244229612678571
0.611135821687309, 0.181737615441539, 0.0642233135280964, 0.0023605219392857095
0.621134284753663, 0.189956010132618, 0.0606118923249755, 0.0024289699714285695
0.631090166108595, 0.19255617820548, 0.0572206287205178, 0.00232685678035714
0.641025466303007, 0.199245127539416, 0.0567535836500212, 0.0021560444625
0.650985622462562, 0.21323566956113, 0.0563881092028134, 0.0020627624517857096
0.660927021600017, 0.222934411298305, 0.0553097234195486, 0.00189743423035714
0.670883008300329, 0.230825875244135, 0.0540255637681804, 0.0017924426249999999
0.680827939280254, 0.24077284247459, 0.0526875069403832, 0.00164757238928571
0.690782611935565, 0.251549978036024, 0.0509375260578471, 0.00152902301785714
0.700738554279928, 0.262066617546913, 0.0470112146943059, 0.00138671179821429

0.70103779479163, 0.292918867252271, 0.0762409992125454, 0.0033870369267857098
0.710879446282737, 0.297353234365312, 0.0747832891735329, 0.00244845573214286
0.72078126894309, 0.305185034133619, 0.0721840088264386, 0.00249001922142857
0.730729328455068, 0.311483255473726, 0.0688897389113282, 0.00228962285892857
0.740669741017749, 0.320649393914077, 0.0561789098711487, 0.00212884915714286
0.75061470956401, 0.331348773060868, 0.0, 0.00197963145535714
0.760572158508651, 0.342195865272498, 0.0, 0.0018778600767857098
0.77058926808601, 0.360240033328313, 0.0, 0.0019611508874999998
0.780534014659868, 0.371467464569168, 0.0, 0.0018217720660714297
0.790503006169484, 0.382128761567071, 0.0, 0.00176982895714286
0.800472397229427, 0.402316690860678, 0.0, 0.001722950475
0.810474740092652, 0.422294557219836, 0.0, 0.00182695197321429
0.82042741108131, 0.446766406623592, 0.0, 0.00173870638392857

0.201799819495372  0.0  0.705332136082892  0.00433659634821429
0.211820015397387  0.0  0.654081395607832  0.0046260676339285696
0.221804350371775  0.0  0.643794229991574  0.0042764240625
0.2318115406515  0.0  0.631787819389298  0.004498737048214289
0.241785392645853  0.0  0.628400261075002  0.00395838538928571
0.251806721377976  0.0017646482993739  0.626621786125152  0.00379927674107143
0.261819548056402  0.0082993092866327  0.610072519315071  0.00439505270357143
0.271792782294797  0.0106850772735529  0.609236481058272  0.00398146879285714
0.281732785369923  0.0115694822717385  0.607338227457696  0.00341298293035714
0.291740771572418  0.0096806044704872  0.605944112034208  0.00432612737678571
0.301681749292164  0.0126548088804419  0.597002864121751  0.00376501178571429
0.311679734841604  0.0121816688971045  0.596192090668965  0.00415277851607143
0.321701077449646  0.0475973774457991  0.543563011201185  0.0040791233625
0.331658221726256  0.0487235991040081  0.539570384149656  0.0035793573374999998
0.341651706482287  0.0614061865640936  0.539454738569988  0.0036921787285714297
0.351613919354951  0.0620414025970642  0.53304688631393  0.00333086881607143
0.361684126292763  0.0635079175248083  0.493861513011173  0.00412730934107143
0.371634804945693  0.0646651323913523  0.492098734082148  0.0036537374464285697
0.38161306670742  0.065394159488136  0.49071783805325  0.0033691491535714295
0.391533512505873  0.0661958417927943  0.488057169539459  0.0028524175392857097
0.401544557516171  0.0658618462299758  0.474679865905163  0.0036305200178571397
0.411521948425159  0.0664833427185138  0.462926215916939  0.00385474579821429
0.421493779530525  0.0756700612796133  0.430280663668287  0.0037064433374999995
0.431480082110368  0.0760319799991525  0.40820716946307  0.00352431137678571
0.441490659224644  0.0784244234587002  0.383379087930926  0.00379288007142857
0.451425312855095  0.0896523162526265  0.374707020342831  0.00328220204464286
0.461461982804361  0.101125449722759  0.350331292984643  0.00365674451785714
0.471411148426975  0.101335012507365  0.349138684877696  0.0033142695964285696
0.481441919445134  0.113944190514312  0.301878062663951  0.0033520704374999997
0.491385589093358  0.116641334586335  0.288890136136445  0.00305709384107143
0.501361230526354 0.120337681554594 0.280707427377961 0.0030247509482142897
0.511310738606674 0.121841993980029 0.249230215515533 0.00269630233392857
0.521353361325615 0.129050714792125 0.169464018681481 0.0027361446749999997
0.53128061576049 0.131693149547296 0.168095216307973 0.00244020858214286
0.54145202477813 0.133096549102774 0.155751707927287 0.0030191523
0.551285135536157 0.13266432153749 0.103367986534229 0.0038644598357142896
0.561252251603909 0.136801485461118 0.103280976543374 0.0037846482160714297
0.571160091406568 0.140193065880751 0.102644342079014 0.0033417764196428603
0.58130543817047 0.150217390692533 0.102872061428693 0.00362263803214286
0.59123117139535 0.156573941405114 0.101932699611853 0.00332945363571429
0.601181273320933 0.160827170648312 0.101560129791297 0.0031561621660714297
0.611287177499011 0.193182008789932 0.101760620726161 0.0035348411035714296
0.62115909558594 0.19665565398894 0.101023835678101 0.0031274324625
0.631127640338466 0.202806435658014 0.100782681435186 0.0030764268803571398
0.641120570421837 0.224731750420725 0.100606482344027 0.00315779642678571
0.6510292466649 0.232195562127013 0.0996291413030254 0.00282005350178571
0.660917146317828 0.240489895968028 0.0980423218435298 0.00256114165178571
0.670859764679728 0.25574427322398 0.0992798003067318 0.00254751995357143
0.68079932863897 0.259193940178058 0.0922185223820674 0.0022979002875
0.691039510123039 0.272009741182105 0.0873386439811992 0.0028927497482142896
0.701068372398848 0.292551104338092 0.0753285232641644 0.0033235126071428597
0.711036074557536 0.295695133099764 0.0 0.00324073060714286
0.720904577922075 0.304822690849582 0.0 0.00284286213214286
0.730924681656685 0.312877933766813 0.0 0.00301011938035714
0.740868486302013 0.320083275753114 0.0 0.00286184157857143
0.750931407107649 0.342932790233859 0.0 0.00314861934642857
0.760756916012985 0.346729924632565 0.0 0.0025824804535714303
0.77077356622154 0.370794240364456 0.0 0.00271297181785714
0.780693423463083 0.383607243102495 0.0 0.0024680915624999997
0.79072511286295 0.400775682553768 0.0 0.00250885450178571
0.800598605269943 0.411860852523903 0.0 0.00215243131607143
0.810848143980306 0.420365860414933 0.0 0.00217764546428571
