0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0.00135908,0,1,0,0
0.00134536,0,1,0,0.10076
0.00133163,0,1,0,0.10076
0.0013179,0,1,0,0.10076
0.00130417,0,1,0,0.10076
0.00129044,0,1,0,0.10076
0.00127672,0,1,0,0.10076
0.00126299,0,1,0,0.10076
0.00124926,0,1,0,0.10076
0.00123553,0,1,0,0.10076
0.0012218,0,1,0,0.10076
0.00120808,0,1,0,0.10076
0.00119435,0,1,0,0.10076
0.00118062,0,1,0,0.10076
0.00116689,0,1,0,0.10076
0.00115316,0,1,0,0.10076
0.00113943,0,1,0,0.10076
0.00112571,0,1,0,0.10076
0.00111198,0,1,0,0.10076
0.00109825,0,1,0,0.10076
0.00108452,0,1,0,0.10076
0.00107079,0,1,0,0.10076
0.00105707,0,1,0,0.10076
0.00104334,0,1,0,0.10076
0.00102961,0,1,0,0.10076
0.00101588,0,1,0,0.10076
0.00100215,0,1,0,0.10076
0.000988425,0,1,0,0.10076
0.000974697,0,1,0,0.10076
0.000960969,0,1,0,0.10076
0.000947241,0,1,0,0.10076
0.000933513,0,1,0,0.10076
0.000919784,0,1,0,0.10076
0.000906056,0,1,0,0.10076
0.000892328,0,1,0,0.10076
0.0008786,0,1,0,0.10076
0.000864872,0,1,0,0.10076
0.000851144,0,1,0,0.10076
0.000837416,0,1,0,0.10076
0.000823688,0,1,0,0.10076
0.000809959,0,1,0,0.10076
0.000796231,0,1,0,0.10076
0.000782503,0,1,0,0.10076
